Puzzle,Solution Count,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.29.3...56.7...2......9.7...1.3....7..2...5......69......6...9...895...6....78..1,1,25,34,22,0,0,0,0,0,0,Easy,
..2781...5....9.4...9.....23.1..8..5.......1.......3...145.72.32.8.1......5..3...,1,26,41,14,0,0,0,0,0,0,Easy,
...3..5....64..7..42...73..3..5....7.6..4....19......57....9....146..2......3....,1,24,35,20,2,0,2,1,2,2,Expert,
...9..3....5....8..3.42...6.6..9.2...2......4..73..6.5....5...7..42........6..43.,1,24,33,24,0,0,0,0,0,0,Easy,
....8........1.475..7.2..1.....6.58...4...26....4....77..8951...2...19..16.......,1,26,43,11,1,0,0,0,1,0,Expert,
....9.57..271..4...6.34....7.15......56......24.......67...1..3.1...6.95..9.....4,1,27,36,18,2,0,0,0,0,0,Intermediate,
5...7.4..769.4..58.3.8.....6....7.....5..8...972.56.....4.....3.9.......8.69.4...,1,27,49,5,0,0,0,0,0,0,Easy,
..796..5.1...75....9.82...657..8.......2..5..241............6..4......7.......912,1,25,51,5,0,0,0,0,0,0,Easy,
......1.5...7..6.2..4.......26....71..5...3...4..3.....1..4...66....37....786.5..,1,24,38,19,0,0,0,0,0,0,Easy,
.8695....4.....9...95........2...4.5...5...67.....429.7....21.8.......4..6..8..2.,1,25,45,11,0,0,0,0,0,0,Easy,
..5..2.4.73.1..98..14..5...1.....5.....8..719.7....4..341..........1...6.5.......,1,25,36,15,4,0,5,0,5,36,Expert,
8....4.6.....9....17.....93..93.14.8....7.....43..8.76.6.......4.........3.....21,1,24,54,3,0,0,0,0,0,0,Easy,
.....58.................12.4.2...9.3..9.12.5.8..7.....9...4....27.3.......18...42,1,23,46,12,1,0,0,0,0,0,Intermediate,
6.........1536...429.........92..........43...21.76....37.4.1.5..6.1..2..4..9....,1,26,55,0,0,0,0,0,0,0,Simple,
8......2.6...5.4....4829.5.3.6......5............6...9...3....1.5...164..1..42.35,1,26,35,18,0,0,3,3,2,2,Expert,
....9............4.7.3...95......8.393...6.4.8......2...7.3....2..4.5.79..46.923.,1,26,35,18,1,0,4,0,2,4,Expert,
6.....39.5.24.......8...5...8.......43.2..68...6.......143.295.95.....3....9.58.4,1,28,46,7,5,0,0,0,0,0,Intermediate,
.24.98.....1........35..1..9...2.64....9....2.8.3.59..2..61......9.......58..2...,1,25,38,17,3,0,0,0,1,0,Expert,
.8.1.37.......5.......6........5...3.....68.2..58..17.3.....6.9..67.9.18.1.....2.,1,25,44,11,4,1,1,1,1,2,Expert,
.....8..6.......7...56..1.9.3..6.4..............4.7.519.47...1..8..346.7...81....,1,25,39,17,4,0,0,0,0,0,Intermediate,
..2....4..73....8.68..2......4.........47...351..68.7..5..4..672.....1.5...1.5...,1,26,43,11,3,0,2,0,1,2,Expert,
.....79.1.1..85.3..9.46....6......9......6...9.1...8....7..4.8..53...4...6.5...1.,1,25,51,5,0,0,0,0,0,0,Easy,
3....8...5....4..7..97..4.6.98...5.3.7.....496.5...8...8........528..96.7.6......,1,27,48,6,0,0,0,0,0,0,Easy,
.3..7....12..........9........32.4.74.........8...439..7.58..3.....1.8.53..4.9.1.,1,25,50,6,1,0,1,0,0,0,Intermediate,
.......5...7.5624.......9.8..5..289.4............4.1....6..5...9...215..5...84769,1,27,40,14,0,0,0,2,0,0,Intermediate,
.....9..2..5.6..3......246963.7..2.....39..545...14.........3..1..5......2.......,1,24,51,6,0,0,0,0,0,0,Easy,
6..85...4.14..3.2...8....36....9..1...25.19.....286....6.93........28....5.4.....,1,27,42,11,4,1,2,0,1,2,Expert,
.86291.35....3.......4.82....21...98....4....9.1..3....2.....1....984.........36.,1,26,40,14,1,1,1,0,1,0,Expert,
...6..19.....5...8.63.4.2...81.....2.253.....3.6.......4..83....32..1...1.8....6.,1,26,33,22,1,0,2,0,0,0,Intermediate,
2.6..783.8....3..23...2...5..26.8..9.5..3....7..9...2.....4..8.....8.7..6.....9..,1,26,35,19,4,1,0,1,1,0,Expert,
73.6.....2......8169..8..7........3.9...7..28.....6.....3..81....27......6..13..4,1,25,32,24,0,0,0,0,0,0,Easy,
1........293.........9..72.3.5..8..2....9..3.......1.8........1.5...287..6.7..5..,1,23,37,19,0,3,3,1,2,2,Expert,
....3..1...7....5.564..82...458.....18...652...3..2..8...6..........5....2..47...,1,25,56,0,0,0,0,0,0,0,Simple,
..5.87...8.4.......6.9.13....31..6.........8.....591.........6.69.7..8.1...8..5..,1,24,46,9,2,0,0,0,2,2,Expert,
.......2...5.7.8.1.7.....3576.3......2.....1.......38...92..1.....63..9...6.852..,1,25,44,11,0,0,0,0,1,2,Expert,
...3.4.....9..73.5............81....1.5.....7.....5..4.8.9...7...35.69......7..16,1,23,45,13,0,0,0,0,0,0,Easy,
.19853..6.7.....8.....9...1...1.......8..9.73...3..968.97.16854.659..............,1,29,33,18,2,1,0,0,1,0,Expert,
...5.1....5.9..2.8.7..2..93....5....26.78.95....2..8......65....2..7..6.9..3.....,1,26,33,22,2,0,0,0,0,0,Intermediate,
.........1......2......91835..2..8..38...5..279...36..2516.7.......9.2.7...3...16,1,28,44,9,0,0,0,0,0,0,Easy,
...5...2339....6...1..4..........4.91.34..756..6.......69....3.....561..5.....9..,1,25,36,20,0,0,0,0,0,0,Easy,
35.........1....4....7.1.3.1..5...23......9...3.98..57........45..37...87..124...,1,26,43,11,0,1,4,1,1,2,Expert,
....97...7..4.86.2...2.....9..3.2.57....8...32....4..9.7..4..2...96..5...267.5..8,1,29,38,13,0,0,1,0,1,10,Expert,
.6.21......87...52.1..9...6.5216.9...........947............6..1.9.7........8.57.,1,25,26,30,0,0,0,0,0,0,Easy,
.64853.1...54.....8...1.6...............7.1.6..3........7.2.8.....58.47.5.1..6.23,1,27,51,3,1,0,0,0,0,0,Intermediate,
....1..5.12......8.53..62.4..216........586.......4.....67.18.......21...8....53.,1,26,41,14,0,0,0,0,0,0,Easy,
2......8..9..3...55.68..93...85.....3.....7.4..4..6.2......2..6..9......42......9,1,24,42,15,3,1,4,0,0,0,Intermediate,
95.........4......1....3.......8..3...549.68.26..31.4..3......5..9.......4.5...61,1,24,49,8,0,0,0,0,0,0,Easy,
..4.6........186.......34...9...63..25..8.....1....9.5.........56..2..4...38.1...,1,23,41,13,3,0,4,1,4,12,Expert,
.........8...1.6.3.1..3.8.913..4..5....1.........8....4..6..5..6.8...7...754....1,1,24,47,8,1,0,1,0,2,0,Expert,
..3587..9...9...5.1...3.6.....8.........19..7..6...3..6..1....2..8.7693.......1.6,1,26,30,25,2,0,0,0,0,0,Intermediate,
.5..4..8..7...95....23.....28......93...8.72.........4....172.....4.2..1...9..3..,1,24,34,19,2,0,0,3,4,16,Expert,
.16.2..5...3.6..............58...3162..1.....9..65..42....1..69....42....8.5...2.,1,26,43,11,3,1,3,0,1,0,Expert,
1.......5.8..9.32....4...........9.289..6..5....35..64...8....1.....5..6.1.6.253.,1,26,42,13,0,0,0,0,0,0,Easy,
.3.6.7.....4..3.9....8.9..6....1.4..8.69..3...2.3......1....72..8.........9..1.4.,1,24,45,12,2,0,0,0,0,0,Intermediate,
72..........8.1.....4..6.1.8..91......9.....2..5..2.6749..6.........9......1.5..8,1,23,49,9,0,0,0,0,0,0,Easy,
.418.5........1..6.65...21...6....9..1..3.5.....2.......85..4....9...3.2......9..,1,23,40,18,0,0,0,0,0,0,Easy,
.....7.8....4613...628.........2.......7164....89.3...2.4.....1.3......6....9.72.,1,25,44,11,0,0,0,1,1,0,Expert,
61......7.347......7..218..9.8...7.2....6..3........96.....3.6......23.9.9..1...4,1,26,49,6,0,0,0,0,0,0,Easy,
.78.3.6...4..721.55..4....3.2...5...18.3..5.....6.73..........6..1.........768..4,1,27,41,13,1,0,1,1,0,0,Intermediate,
..3.8..45..4.........25.......4.37.25.7..6......9....8.3.....6....5.9.232.6......,1,24,38,19,0,0,0,0,0,0,Easy,
.2.....1..6.894.......6...4.89436..25...29.....2...3..8......5........2...4..1...,1,24,51,6,0,0,0,0,0,0,Easy,
.....4....2....9.......7....579....64...2.5.....5..79.6..41...5..5...6..2....8.14,1,24,43,14,0,0,0,0,0,0,Easy,
8.....5......6...72....8.......16........574...83..6..5...318..6.3.4........7...1,1,23,38,20,4,0,0,0,0,0,Intermediate,
..54......81...7...........3....6...5...8.14.....4.52..16..3...8........43.62...8,1,23,36,22,2,0,0,0,0,0,Intermediate,
..5..9.2.3.97......728..64..579.4...8.62.......3.8...........91..8..53.2.........,1,26,44,10,4,2,1,2,1,2,Expert,
7..8......3....48..96.1..35..75.3...6.9.7............81..4......7..59.....51.8...,1,25,47,9,0,0,0,0,0,0,Easy,
...2...6......3.9....8..5...2.5..8.1.36..8....5192.........9....6..7...57..38.1..,1,25,46,10,2,0,0,0,0,0,Intermediate,
....5......3....7114.......9...........71..59.745.2.3.4.723.....28.....5.1.4...97,1,27,41,13,0,0,0,0,0,0,Easy,
4....56.79.7.6....5......2.......95...5..34.1.........63..7......16..79...9.5...3,1,25,35,17,0,0,3,0,4,8,Expert,
...4.......9.7283...2.895...9.36.4.57.59.8..64.3..7..8...82.......6.4.......9....,1,29,52,0,0,0,0,0,0,0,Simple,
.72.1....5..6.3.2.3...79.54..9....6..2....9.5.3.4.6...6.......1..7....3..4......9,1,26,38,17,0,0,0,0,0,0,Easy,
......7..6....92.8.3..6....76.4.8.....96....1..3.2.....98...4.......18.7....3....,1,23,45,13,0,0,0,0,0,0,Easy,
.......9......7..1....928.365....3.....6.37.2.7.....8683.9....51.28.6.........2..,1,26,32,23,0,0,0,0,0,0,Easy,
...3..79............25.....7.32......4..9..3.9.5.6....4....697.3....8.6..2...58.4,1,25,41,14,1,0,1,0,1,2,Expert,
....9..........5....1....68...4..8.......9.7..78..1.4295.72.6....6..4.5..2.8.6..9,1,26,45,10,0,0,0,1,0,0,Intermediate,
.8........674..8.54..52........4.....1.65....759..1.......8.1....1...5.8.......26,1,24,43,13,0,1,0,0,1,2,Expert,
..7.....1248..........3.8.....84.57.....563.2.5...2..6486.....3..1......372...6..,1,27,47,6,2,0,1,0,1,0,Expert,
...9..5....2.6.8......8..6.3..12.....6.....4.5.......115.....9.2...4.....3..184..,1,23,48,10,0,0,0,0,0,0,Easy,
9..4...2....7..9.38....6.47...6..2...85.2..3.....59.............5.9.74...4..827.5,1,27,51,2,0,0,0,1,1,2,Expert,
..72......9...3......1..936....8...58..7...1......26.3.6.85.32.......15...8.....7,1,25,52,3,0,0,0,0,1,0,Expert,
..9..83....13..7..........9....4...2.......632...13.4.7........1...69..49.64.7..8,1,25,38,17,0,0,1,0,1,6,Expert,
.51..6...4...7...2.98..1.4..4......1...1.4.25.......9....71....98....6.....8...54,1,25,36,20,1,0,1,0,0,0,Intermediate,
.7.......562....7.9..8....542..36.59...5.9..7....2.6...5.974.....3......84.......,1,26,46,9,0,0,0,0,0,0,Easy,
.1...8..63.......2..419.8....2.1.96..4.......9.1.4.....9.8....3.........6.7...28.,1,24,39,17,0,0,1,0,1,2,Expert,
...1...3...8...794..3.978.......8...2...1......5..3..8...3..2.9.9754.38.......45.,1,27,31,19,2,0,0,0,4,4,Expert,
6.2....9..5897.1....9...8...815..6........7.8...7..52....631.......8..........9.1,1,25,37,19,1,0,0,0,0,0,Intermediate,
8...3..4..27...6....1....8...2.4....7.6.12.3......84.1..4.7..6.3.......8......51.,1,25,28,25,0,0,0,1,3,4,Expert,
....647...5....4..8.6..5......53...9.7.2.....2...4.3....7........5.2...6469...2..,1,24,45,12,1,0,0,0,0,0,Intermediate,
2.....5.8.35..9..679.....2...2...6..5...36..1...71...3..9.5....1...6......3..8...,1,25,41,13,4,2,2,0,2,2,Expert,
698.1...........3....98.....13......9...7...12....94...6..4...2.....7.4.3.2..6.8.,1,24,42,15,0,0,0,0,0,0,Easy,
.5.9.7.1.4...3.2.8..2.8...51.....4...........298..5.3.3..4...5.729..8.....1......,1,26,50,5,1,0,0,0,0,0,Intermediate,
....1.3...86...7.....4.9....4...8..3...9....6...7639....38.4.9.721....8......2...,1,25,43,13,0,0,0,0,0,0,Easy,
39..7..4.5...2..6..4.....312......7..3...7.9......12.5........4..64.9....7.....5.,1,24,40,17,0,0,0,0,0,0,Easy,
...8......1........7945..8..61..7.4..8.1.9.7.9...6.3.5.587........3..1.8......5..,1,26,43,11,1,0,0,0,1,0,Expert,
.4.3.92......6..9...8.1.......4.6....26831......9....346.1....9..9...7.8..7...43.,1,27,43,9,1,1,1,2,2,0,Expert,
.7....3165.....2.72...6..8....3......1.2...74.....75....5..61...3.51...2.........,1,24,29,26,1,0,1,1,2,2,Expert,
...74...9..5......2.89..1....9.2.5....159.........4.....2..7....8...69.56...1.2..,1,24,50,7,3,0,0,0,0,0,Intermediate,
.....53..5.23...1..81..6.2.6....8......1....22...7...874...........3..7.86.....4.,1,24,30,24,0,1,1,0,3,14,Expert,
1...7.982..9....7.4....21..3...892...........87..3....7....8..9.9..5.....583.7..1,1,27,31,23,3,0,0,0,0,0,Intermediate,
...6.59..5.....86.....3.4..8....7.5.....86...34......7.2...9.....652......9.6..3.,1,24,29,28,0,0,0,0,0,0,Easy,
..6...39.....1.546.....27..36........51.7.42......5.1....4..1...1..53..7..2..7...,1,26,39,14,2,0,0,0,2,0,Expert,
..2...9.84...................3.......7..8..51.5.1.7.348.14.5..3..5.2.....9.8..1..,1,24,38,19,0,1,1,0,0,0,Intermediate,
...41...9.6.......8.9.3.6...3.....7......8..41.2...3...4...1.6...3......697...2..,1,23,37,20,0,0,2,1,1,2,Expert,
...3.2..8......52....1.7....5.8..1..98....24....29...3.....1.....3...98...7....54,1,24,37,20,0,0,0,0,0,0,Easy,
.9.1...523...9......57...9.5.34..67..14..9...6..5....4....2............6..1.5.7..,1,25,26,28,0,1,2,0,2,0,Expert,
2.......8.146......3...2.94...34.27..8.97.1.6.7.2.....9...8....367...8...........,1,26,45,10,0,0,0,0,0,0,Easy,
...7........3....4.....9.5......5.8.83..4..159..28....59.4.....1.3....9..8..2...1,1,24,41,16,0,0,0,0,0,0,Easy,
.23....4.1.76..............7.9....6.3.......7.4..5..1.5....692..1.54...3...293..4,1,26,43,12,0,0,0,0,0,0,Easy,
............1...9...6...1.7...2.48....9.......2.7.9.464.586....7..9..6.5.....278.,1,25,35,19,3,0,0,0,2,2,Expert,
...3.....8..1.4.7.13...6....627..35...7..286..1.........34.52..5........7..6..5..,1,26,43,12,0,0,0,0,0,0,Easy,
12.9........1......5..8..4..79..8.5448.2..91...26..7...4.....7.....9.........182.,1,26,47,8,0,0,0,0,0,0,Easy,
......8..328...4...9......12..4.9...7.3.......497.1....7..8..13.6......7..19.7...,1,25,40,16,1,0,1,0,0,0,Intermediate,
..46..3..6.34......7........6..8...993...57......2.6...5.37.4.23.2...87......2...,1,26,40,15,0,0,0,0,0,0,Easy,
..7..82.5.......766...173..58.2.6...2.9.7.....1.8.59.....1....7....8....1....3829,1,29,33,19,1,0,1,1,0,0,Intermediate,
.2.....4.85....2...36.8.....8....1...15.4....4..5.....1...5.86....83.....7..145.2,1,26,30,24,1,0,1,1,1,0,Expert,
.2.71..5.....8..219.8.5...48...7............93.....78...2......593.......7.4.9...,1,24,46,11,0,0,0,0,0,0,Easy,
5.8.......3.1......14..53....53..4...4......12..........3..8.2..2.41...7...57.6.3,1,25,29,26,1,0,0,0,1,0,Expert,
..7..5...3.61.......5..7..1.6..4..9....9.653....7.31...........178.....4.3.419...,1,26,45,9,4,1,1,1,1,0,Expert,
....5...23...17.5......3....821....7.....8.2......91...24.31..8.7...2..45.94.....,1,26,43,12,0,0,0,0,0,0,Easy,
..6.9.5....5...92..3....8.7..........7..1.6...1.3....2...8...93...6.2.8.3.....7.6,1,24,49,8,2,0,0,0,0,0,Intermediate,
53.6...7.6.9.....547.9.2..6.......212..5.1......7.4...3..1.746.........3.......59,1,27,43,10,1,0,0,0,1,2,Expert,
4.5..28....9.57....726.895.9.81..2........16....4....8.2......48.....6.7.......2.,1,27,54,0,0,0,0,0,0,0,Simple,
8.269.5....52.....9.......8...8.6.1..9..2...4..45..8.2.......39...4....5.46......,1,25,35,18,4,0,1,0,3,2,Expert,
.74...5...1..8.....8....712..1..5.7.4.51.79.6.97.28....5...914...........4....8..,1,28,43,8,1,1,3,1,2,24,Expert,
3.8.4.9...1...568.9...673.4..41..........3.7..7..9.8..83.5............6.......5..,1,25,50,6,0,0,0,0,0,0,Easy,
....9.1.64....8.2.....13.8.81....6...3.5.92........4...53..........41..3.....6...,1,23,41,17,2,0,0,0,0,0,Intermediate,
...2..4.562.1..7....9..5....9.3..67..7.6...1.....1............23...7..6......49..,1,23,36,22,0,0,0,0,0,0,Easy,
.5...8......16.7..1.9..5....3...........71...8.64......148..63.6......8.9.5.4..7.,1,25,47,8,4,0,0,0,1,2,Expert,
6.5......74........32..4...4.1....3.....6.......2.374.85..462..16...2..3....7.68.,1,27,45,7,3,1,2,0,2,6,Expert,
1..........9.2....36..9...86.7..3.4.8.21.6..............34..8........49....6.83.2,1,24,29,27,2,1,3,0,1,0,Expert,
..5....4..7.5..1...6...87...2...68....6.74......21.3.....4...5.........3.34.6..7.,1,24,40,16,0,1,1,0,1,2,Expert,
...3...969.5..7....7.46..5...3....15.4.............3......5..4.1..68....587..3.6.,1,25,46,10,0,0,0,0,0,0,Easy,
..45..18.6....9.7.9.....45...7.4...88......935.186.....6..9......5.........7.....,1,24,40,17,2,0,0,1,0,0,Intermediate,
..56...7....247.....6......2..4.3..6.17..........1..5..7...96..6.1...5..9......42,1,24,28,29,0,0,0,0,0,0,Easy,
163........9.....242..6...1947..26.33.......8........97...1..8..3..8.4..6..74....,1,27,48,5,3,0,0,0,1,2,Expert,
7.........83..47....5...31.3.47.61.5..84...6.6..1....9....3.......5..8......1..9.,1,25,40,16,4,0,0,0,0,0,Intermediate,
6.2........97.......39...5.35.1..6..4.....3....7...9.....5.2.9....37....12...4..3,1,24,42,15,0,0,0,0,0,0,Easy,
...9.57.6..1..38.......2.1....3.7.....2....38.6....5.2........13..8...6...657.3..,1,25,24,31,0,0,0,0,1,6,Expert,
......12.....41.75..78.....6....8.9.1.4..96...........5.........7.1..958...2.4...,1,23,41,15,1,0,0,0,2,2,Expert,
..2.7..9.31..9..5..4.8.........4...1..3.172....73......9...1..3.....4.8...5...9..,1,24,42,15,0,0,0,0,0,0,Easy,
...8.3......591..3......6.....3...7..67.5...938.6..5.2......2....9.3.15.2...8...7,1,26,44,11,1,0,0,0,0,0,Intermediate,
...68.....4..29..8.....5.6...5.....6..3...75.....9.3..8....2.73...9.....3....468.,1,24,43,13,1,0,0,1,1,0,Expert,
7..5..4........3...4..316..1.2..4..6.9.2.7...6...9..5....3...1....72....5.....2..,1,24,54,3,0,0,0,0,0,0,Easy,
.9.....45.784..3.1.5.123..9....85......7......83..19....9372...83.....1...7......,1,28,43,10,0,0,0,0,0,0,Easy,
...49...1.......84.8..2........46......179..6.7............4.2...82...7.1.4.3...9,1,23,38,20,0,0,0,0,0,0,Easy,
....6.7.32.....16..7.4..9..647.........14.....2.....3....7....9.....9...16.352...,1,24,34,23,0,0,0,0,0,0,Easy,
.....6.4....7..93.....398.5......25...82....9..4.....7...5...847........3..4...2.,1,23,40,18,0,0,0,0,0,0,Easy,
....91.67...73.25....4..3.......5..2.96.4....5.3...6.1...25.........67....9...1..,1,25,41,12,1,0,0,0,3,14,Expert,
..28...54.65...8....3.6.2......1.4.8.1....3..........54....5....2.3415.7...27....,1,26,39,14,1,1,1,2,2,4,Expert,
..1.52.9....6.34..2.6..1.....35..8.9.9....7.5..41.....7......6.13.........9.....3,1,25,47,9,0,0,0,0,0,0,Easy,
..57.6.9..........648..2........9...59.67.4.....34.8...6.......729..4...4..967..8,1,27,30,24,0,0,0,0,0,0,Easy,
..6..8.1....12.9..8....4.7..57.1..9.....52...14.....8..8.2.......5......46.9.75..,1,26,39,15,2,2,0,2,1,2,Expert,
..98.7.63..7.9..4..24.31.........6...7........6....3791....8..789.....2..4...9..1,1,27,45,8,5,0,0,0,1,2,Expert,
..9..4.1..48.2..7.3.....8.......39.....2.9...4...7......3..7.4...5..82.3....9....,1,23,31,27,0,0,0,0,0,0,Easy,
...7...83..75...1.51...3....9......22.61.8.3.13...5...6......28......6...5.....7.,1,25,41,15,0,0,0,0,0,0,Easy,
.5...2.71.1..3..4.9.274...3.9.......3..5.......4....2..71.....2..5.........874.5.,1,25,29,25,1,0,0,1,2,6,Expert,
.8.......6...18..41276.4.....28.7...5......41......5.........82......1.6....31.5.,1,24,38,17,0,0,2,0,2,0,Expert,
1.......7.......3..789..1.5..5.8.6.2..9.......23.71.9........6.8.....3.1..1.3.2.8,1,26,41,14,1,0,0,0,0,0,Intermediate,
.......7..9..8..1..41..38.....352...25.4..7..9........5.7.9.1......314.8.........,1,24,40,14,2,0,2,0,3,8,Expert,
....19...273............2..9..4..7.6.3..7..9..2.....34...76..19....3..2..5...1..7,1,25,38,18,3,0,0,0,0,0,Intermediate,
.6....5.....7...43.....4..8..5...189...4........5...7.4....5.9..86..7..1.9..18.6.,1,25,47,8,2,1,1,0,1,0,Expert,
......3.2.....2.8..3....7..7.1.6..2.84...3.1....91...7......1....4.9..7..9.1.84.6,1,26,51,4,0,0,0,0,0,0,Easy,
..1...5.2.......9....6971..4231.......7..3.......74......26....6.4.35.1.9......5.,1,25,56,0,0,0,0,0,0,0,Simple,
.....35....41..96.56.29.4..9.......8..6.2............5..16.......2..81...98.3....,1,24,46,11,0,0,0,0,0,0,Easy,
...74...37....92...31..5.........46....47..9........31....96...25........4.3..9.5,1,24,40,17,0,0,0,0,0,0,Easy,
.21...4...67....1.....48........2..3.4681......87.3.......5..7.6........57....38.,1,24,39,18,2,0,1,0,0,0,Intermediate,
2....17....4.52.89.7.68......51..9.6.....9...9....845.......17.........5..6.....2,1,25,45,11,1,0,0,0,0,0,Intermediate,
5.14..2.346...2....8.1....6.....1.8...............34..6.2....38.485...6.3...8..9.,1,26,50,5,0,0,0,0,0,0,Easy,
.7..5.....138.2....853.1....6..153.....29.6.....78..52.........7..6....9..8.2...5,1,27,47,7,0,0,0,0,0,0,Easy,
8....2..33...........78.6......3.851....1..42..4......6.......4.....572.28.6.....,1,23,42,16,0,0,0,0,0,0,Easy,
.1....64....964..5.....7........1...5..3....2....92....2..5.9.34.6.1.5.73.......4,1,25,43,13,3,0,0,0,0,0,Intermediate,
6.7....1.....8.......3...6..931...7.7.1..382.82..57...91..65...............87..96,1,27,38,15,0,0,0,0,1,0,Expert,
8753...1....8.2.......5..4.3....6..7.6...........285..6..........7.1...4.5.74.6..,1,24,42,14,4,2,1,0,1,6,Expert,
...8..3......5..4..35...168..16.......8.14.2.4...8.......39..1......56...14....8.,1,25,26,29,1,0,1,1,1,0,Expert,
.153....68.625..343...4.5...2....7.....58.........4.1...37.86.....4.........2..8.,1,26,43,8,0,1,1,1,4,0,Expert,
8....7.....9.18.2..3.624...........8.74..3........1..694.3.68...8....4....6....1.,1,25,45,11,2,0,0,0,0,0,Intermediate,
.6..........2.9..5....5.....2.5..17...96..54.3...9..267...3....95416...72....5..1,1,28,40,12,0,0,0,0,1,2,Expert,
.4..76..26..2.5.9.2..4.........17...1..5.9..6.5.......5.29.4..1..9...87...4......,1,26,38,17,0,0,0,0,0,0,Easy,
...1..8....9.72...62...8.......57.6......6.......9...7......62.3.16.9.5.7....1.39,1,25,45,11,0,0,0,0,0,0,Easy,
68..59.1.39.1.2....5.6..9.......8..5...4.............11....38.29..2....6..4.1...9,1,26,47,7,1,0,1,0,1,2,Expert,
9.48..35....5.......3......5..1.....138.9......7......8....41.2.2......74.1.5798.,1,26,47,6,1,0,0,1,2,2,Expert,
...48....17.9....62.5....8.78..6.....59....7...1........6...9.......9...8....712.,1,23,46,12,0,0,2,0,0,0,Intermediate,
9..15.......7.3...7.8.....25..3............2......89.61.9.7....25.9..86..87....5.,1,25,35,21,0,0,0,0,0,0,Easy,
.62.7.8...8......47.4.931..2...49.........93......6....3..2.......6..3......8..27,1,24,42,15,1,0,3,0,0,0,Intermediate,
...8...5.8...741...1.2.9...........2..8.53.49.45....7....7.1.....134...8.2.......,1,25,50,6,0,0,0,0,0,0,Easy,
..4....61.1.9...........23..6..7.............3..6..9..2.1...3......2465...539..7.,1,23,49,8,1,1,2,0,1,2,Expert,
......6..6.438..5...32.5...5.....863....7.4....26...1.8....2.4.......7.2..5....8.,1,25,38,18,0,0,0,0,0,0,Easy,
